layer,head,pooled_blk_r,pooled_imp_r,blk_r_p,blk_lo_p,blk_hi_p,blk_r_m,blk_lo_m,blk_hi_m,imp_r_p,imp_r_m,sd_blk_p,sd_blk_m,mu_blk_p,mu_blk_m,pass_blk_010,pass_imp_010,surv_blk_att01,surv_imp_att01
0,2,0.075760,0.225025,-0.140168,-0.253874,-0.028980,0.031722,-0.058669,0.121087,0.049037,0.083927,0.004047,0.004090,-0.002520,-0.002083,False,False,False,True
9,27,-0.224611,-0.148702,0.120650,-0.006809,0.245556,-0.126062,-0.232101,-0.024444,0.016744,-0.060899,0.109533,0.123055,0.286338,0.235249,False,False,True,True
16,28,0.190757,0.224608,-0.194346,-0.305852,-0.085700,0.017549,-0.151082,0.177478,0.026136,0.035609,0.100469,0.091206,-0.250485,-0.232813,False,False,True,True
10,31,-0.224412,-0.123785,-0.072860,-0.224357,0.107711,0.084488,-0.048866,0.214281,-0.014309,0.223806,0.093228,0.097656,0.285195,0.308421,False,False,True,True
19,17,-0.224373,0.198076,0.234600,0.068651,0.384662,-0.286129,-0.400140,-0.159155,0.159073,-0.027690,0.020656,0.020421,0.035417,0.034929,False,False,True,True
2,9,0.187241,0.224040,-0.333983,-0.431736,-0.261202,0.085865,-0.075872,0.186945,-0.161004,0.310962,0.013047,0.014874,-0.035374,-0.036193,False,False,True,True
5,28,0.223821,0.180521,-0.125227,-0.253606,0.013875,-0.166958,-0.291871,-0.045185,-0.105800,-0.241646,0.032686,0.030844,-0.321302,-0.308975,False,False,True,True
14,6,0.172268,0.223804,-0.195178,-0.336403,-0.042641,-0.172507,-0.272663,-0.058870,0.092514,-0.016598,0.122018,0.109433,-0.349388,-0.360336,True,False,True,True
12,16,0.223598,0.194331,-0.230007,-0.368120,-0.080657,0.191243,0.034257,0.340455,-0.176408,0.146217,0.058570,0.063131,-0.164237,-0.162629,False,False,True,True
13,12,0.160809,0.223412,-0.117705,-0.238769,0.005474,-0.200001,-0.269518,-0.132108,0.051106,0.053057,0.155741,0.162470,-0.392137,-0.374449,False,False,True,True
3,3,0.209936,0.223310,-0.071026,-0.205722,0.049708,0.031398,-0.088533,0.145992,-0.104564,0.208012,0.014762,0.014701,-0.034742,-0.028856,False,False,True,True
4,22,0.223169,0.150802,0.008090,-0.099634,0.120053,-0.169592,-0.254758,-0.071255,0.042910,-0.376892,0.016174,0.016201,-0.099933,-0.101707,False,False,True,True
1,23,0.223078,-0.059042,0.194403,0.065198,0.312987,-0.247389,-0.348564,-0.132208,0.044258,-0.333906,0.016609,0.016797,-0.065345,-0.067656,False,False,True,False
26,8,0.029895,0.222930,0.278900,0.180134,0.384750,0.255558,0.152042,0.350036,0.147332,0.158444,0.014142,0.015346,0.016914,0.009981,True,True,False,True
15,4,0.222909,0.165216,-0.074966,-0.194649,0.054440,-0.039724,-0.164609,0.083865,-0.126484,0.101929,0.126442,0.124856,-0.608445,-0.591044,False,False,True,True
6,29,0.222368,0.141157,-0.041886,-0.172085,0.090044,-0.149321,-0.256336,-0.043818,0.081167,-0.377815,0.087997,0.092255,-0.604955,-0.601208,False,False,True,True
28,0,0.147719,0.222343,-0.195442,-0.302416,-0.091334,-0.153909,-0.285939,-0.013568,0.184148,-0.061281,0.123180,0.136471,-0.283010,-0.284647,True,False,True,True
14,2,0.222336,0.194785,-0.009461,-0.181445,0.168285,-0.071415,-0.180388,0.041853,0.029961,-0.003112,0.152879,0.142542,-0.592856,-0.579124,False,False,True,True
12,28,0.211422,0.222004,-0.113530,-0.208146,-0.012490,-0.155733,-0.275545,-0.037612,0.042519,-0.004938,0.082734,0.085021,-0.453140,-0.458129,True,False,True,True
6,0,0.221945,0.140687,0.082891,-0.054273,0.223896,-0.261416,-0.385761,-0.125811,-0.067332,-0.332357,0.071783,0.073710,-0.471788,-0.481463,False,False,True,True
30,22,0.221786,0.202695,-0.074958,-0.186257,0.057595,0.164168,0.064675,0.260969,-0.135282,0.199902,0.033442,0.030127,-0.050223,-0.043560,False,False,True,True
9,6,-0.221728,-0.045025,0.087193,-0.062852,0.247695,0.010401,-0.139684,0.149986,-0.040203,0.073264,0.027226,0.027511,0.111961,0.112948,False,False,True,False
7,8,0.215985,0.221448,-0.208212,-0.311412,-0.102991,0.032193,-0.113541,0.166588,-0.082456,0.058829,0.053666,0.057323,-0.225907,-0.255202,False,False,True,True
10,20,0.205605,0.221331,0.105665,-0.045605,0.257900,-0.091232,-0.269818,0.059030,0.184230,-0.084006,0.148958,0.170553,-0.227290,-0.330798,False,False,True,True
9,30,0.160313,0.221220,-0.077779,-0.166400,0.002838,-0.253296,-0.370258,-0.134301,0.041101,-0.074764,0.060913,0.058213,-0.153329,-0.139139,False,False,True,True
2,4,0.221179,0.171978,-0.192499,-0.297865,-0.082554,-0.033488,-0.110212,0.043948,0.069896,-0.360702,0.024993,0.025673,-0.174470,-0.165898,False,False,True,True
5,29,0.221149,0.191958,0.074613,-0.058819,0.214607,-0.184848,-0.309168,-0.048450,0.085042,-0.242477,0.047813,0.045979,-0.214797,-0.205582,False,False,True,True
10,19,-0.220895,-0.093466,-0.055558,-0.213855,0.092082,-0.047456,-0.163384,0.061432,-0.070337,-0.030266,0.107700,0.100466,0.144848,0.130719,False,False,True,False
5,30,0.220221,0.146579,-0.058191,-0.157744,0.043531,-0.113302,-0.215448,-0.001260,-0.101349,-0.224544,0.034849,0.033280,-0.189945,-0.181397,False,False,True,True
1,31,0.220198,0.186030,0.012076,-0.123961,0.135773,-0.248196,-0.325675,-0.162196,0.142689,-0.330141,0.022948,0.021968,-0.155415,-0.158448,False,False,True,True
15,6,0.200917,0.219360,-0.149813,-0.269401,-0.031568,-0.057095,-0.187244,0.068632,-0.131351,0.203062,0.025352,0.027765,-0.085522,-0.089478,False,False,True,True
5,27,0.195172,0.219338,-0.128370,-0.216679,-0.044806,-0.117721,-0.187050,-0.045933,-0.049473,-0.025985,0.072952,0.073168,-0.242107,-0.247214,True,False,True,True
5,4,0.219297,0.044280,-0.043461,-0.200718,0.114105,-0.126484,-0.299036,0.030972,-0.104683,-0.317083,0.041807,0.041341,-0.223147,-0.213214,False,False,True,False
2,24,0.219011,0.186139,-0.123619,-0.252217,0.019064,-0.037429,-0.242475,0.169924,-0.131302,-0.125057,0.027771,0.027005,-0.140242,-0.127332,False,False,True,True
26,21,0.204979,0.218645,-0.085716,-0.209148,0.049936,0.069074,-0.034571,0.174057,-0.017976,0.136967,0.123492,0.104508,-0.217435,-0.202810,False,False,True,True
2,11,0.218616,0.206716,-0.126006,-0.215877,-0.041624,-0.087435,-0.197580,0.015727,0.027648,-0.207279,0.009832,0.010054,-0.058438,-0.058150,False,False,True,True
4,16,0.056798,-0.218514,-0.262392,-0.361188,-0.171860,0.030585,-0.109784,0.157325,-0.067510,0.059505,0.054642,0.054385,-0.043925,-0.036635,False,False,False,True
2,12,0.218137,0.022075,-0.114147,-0.297767,0.073759,-0.033005,-0.232425,0.169391,0.007865,-0.360493,0.021484,0.021849,-0.095995,-0.095976,False,False,True,False
14,18,0.217739,-0.004238,0.246608,0.112557,0.388393,-0.194398,-0.330030,-0.048543,0.004343,-0.359933,0.074628,0.077819,-0.157115,-0.139055,False,False,True,False
7,14,0.217602,0.209386,-0.043307,-0.148238,0.073475,-0.146671,-0.249519,-0.040510,-0.020110,-0.139533,0.083830,0.081656,-0.430602,-0.442096,False,False,True,True
15,5,0.217183,0.158149,0.071620,-0.031631,0.172679,-0.066792,-0.183460,0.051905,-0.000385,-0.138295,0.140197,0.134424,-0.307317,-0.282850,False,False,True,True
12,17,0.214322,0.217118,-0.073877,-0.187601,0.054737,0.110055,-0.048049,0.272176,-0.096322,0.179602,0.026641,0.026336,-0.043669,-0.041483,False,False,True,True
31,16,-0.216688,-0.067736,-0.045015,-0.196936,0.064840,-0.035659,-0.202566,0.080032,0.039769,-0.121669,0.018861,0.016463,0.026152,0.022766,False,False,True,False
20,18,-0.216230,-0.192222,-0.006905,-0.187463,0.146522,-0.066212,-0.191116,0.073262,-0.070741,-0.161712,0.013940,0.014859,0.019894,0.020136,False,False,True,True
6,1,0.215970,0.150395,-0.071120,-0.191084,0.054961,-0.201965,-0.330132,-0.066504,-0.072565,-0.297755,0.028860,0.029540,-0.193702,-0.188954,False,False,True,True
4,20,-0.213073,-0.215629,0.106173,-0.020251,0.222878,-0.124276,-0.211809,-0.034514,0.052587,-0.308973,0.040730,0.041496,0.068378,0.069231,False,False,True,True
29,14,-0.208178,0.215223,0.155019,-0.060452,0.293143,-0.316479,-0.397620,-0.235119,0.077128,0.115881,0.016661,0.019158,0.008289,0.011763,False,False,True,True
7,3,-0.214920,-0.135787,0.061113,-0.110220,0.218842,0.014280,-0.099031,0.125625,-0.067627,0.075296,0.034710,0.031746,0.099717,0.096639,False,False,True,True
12,12,0.210848,0.214457,-0.129730,-0.244612,-0.025959,-0.010726,-0.162384,0.156157,-0.066300,0.074357,0.010769,0.010961,-0.035633,-0.037511,False,False,True,True
14,25,-0.214193,0.085640,-0.088282,-0.250579,0.076126,-0.126670,-0.270079,0.026309,-0.022172,-0.184468,0.075094,0.075088,0.043066,0.048367,False,False,True,False
1,26,0.036861,0.213975,-0.068511,-0.195839,0.065135,0.198245,0.058439,0.330720,-0.013171,0.059393,0.001531,0.001522,0.000080,0.000320,False,False,False,True
3,18,-0.060404,0.213845,-0.089261,-0.218781,0.041155,0.091817,0.011969,0.169509,0.072154,0.084119,0.000638,0.000650,0.000183,0.000188,False,False,False,True
26,18,-0.213704,-0.071300,-0.192216,-0.328015,-0.026199,0.021109,-0.077421,0.121042,-0.257509,0.161032,0.048142,0.047743,0.030295,0.049793,False,False,True,False
8,6,0.213488,0.196464,-0.203042,-0.307931,-0.088331,0.004972,-0.150440,0.151347,-0.033648,-0.210390,0.076702,0.073860,-0.345473,-0.335457,False,False,True,True
21,10,0.213461,0.208493,-0.028811,-0.159788,0.089974,0.109345,-0.026270,0.226056,-0.059246,0.223726,0.010958,0.011907,-0.013547,-0.014329,False,False,True,True
17,4,0.213216,0.113412,-0.106877,-0.252174,0.053962,0.094747,-0.047723,0.218904,-0.229039,0.045217,0.141884,0.127288,-0.288672,-0.278162,False,False,True,True
23,16,0.129642,0.213143,-0.150558,-0.284626,-0.039654,0.170820,0.063799,0.262207,-0.043280,0.291398,0.008677,0.007167,-0.005362,-0.004699,False,False,True,True
13,10,0.212959,0.174713,0.080488,-0.032697,0.194187,-0.118142,-0.237557,-0.005447,0.037558,-0.162100,0.137204,0.135467,-0.327756,-0.336815,False,False,True,True
26,7,-0.212781,-0.078981,0.020754,-0.110019,0.149368,0.044864,-0.073554,0.172322,0.048311,0.046418,0.051928,0.052379,0.147968,0.131250,False,False,True,False
12,26,0.212670,0.210318,0.053674,-0.059760,0.167505,-0.086208,-0.244373,0.075648,0.061048,-0.051855,0.080380,0.093192,-0.207217,-0.221296,False,False,True,True
10,1,0.191310,0.212576,0.023794,-0.149672,0.198312,-0.068984,-0.218547,0.060148,0.141274,-0.129845,0.150785,0.123173,-0.257716,-0.173662,False,False,True,True
12,2,0.212380,0.202613,-0.220642,-0.330861,-0.106249,-0.045117,-0.225350,0.127581,-0.016156,-0.111326,0.050529,0.053345,-0.280293,-0.271030,False,False,True,True
26,22,0.191346,0.211523,-0.224756,-0.335135,-0.101487,0.135288,0.018587,0.251599,-0.070317,0.050032,0.045904,0.044588,-0.082075,-0.082289,False,False,True,True
21,6,0.186790,0.211469,-0.181240,-0.309486,-0.053326,0.099391,0.010964,0.186824,-0.011626,0.157667,0.020814,0.021686,-0.033816,-0.034337,False,False,True,True
8,3,-0.203352,-0.211404,0.147470,0.013557,0.268296,-0.106899,-0.218871,0.019274,-0.014397,-0.046068,0.068676,0.066792,0.131282,0.120910,False,False,True,True
1,18,0.091944,0.211325,-0.077812,-0.226940,0.068714,-0.002544,-0.123997,0.105271,0.016537,0.110080,0.000410,0.000420,-0.000270,-0.000230,False,False,False,True
19,24,-0.167024,0.211299,0.070714,-0.039651,0.189621,-0.197218,-0.366908,-0.053843,0.157584,0.008756,0.009928,0.006548,0.003982,0.007453,False,False,True,True
14,15,0.177705,0.210994,-0.224776,-0.374871,-0.069939,-0.043161,-0.160512,0.070467,-0.090433,0.121246,0.103231,0.094764,-0.254374,-0.266888,False,False,True,True
3,25,-0.210214,0.149408,0.158130,0.004126,0.305674,0.092595,-0.070561,0.235590,0.292645,-0.016898,0.009901,0.009482,0.045715,0.049043,False,False,True,True
17,11,0.193783,0.210208,-0.030921,-0.182283,0.126685,0.098210,-0.033831,0.222236,0.019837,0.126653,0.015731,0.014809,-0.016487,-0.014432,False,False,True,True
8,9,-0.210041,-0.160808,0.085196,-0.037369,0.200558,0.043764,-0.081215,0.172528,0.030134,0.156723,0.064562,0.069796,0.214118,0.214291,False,False,True,True
12,5,0.167442,0.209813,-0.135987,-0.288311,0.002738,-0.199939,-0.364903,-0.047489,0.046880,-0.082615,0.108737,0.109246,-0.285609,-0.304408,False,False,True,True
31,5,-0.012921,0.209377,-0.002688,-0.146381,0.126347,-0.006832,-0.108656,0.095865,-0.017475,0.029353,0.005513,0.006602,-0.000437,0.000846,False,False,False,True
6,28,-0.209127,-0.171303,-0.088804,-0.207058,0.020816,0.120763,-0.022271,0.266328,-0.167325,0.204339,0.017314,0.016446,0.036905,0.035055,False,False,True,True
15,20,0.150422,0.209034,-0.250185,-0.417242,-0.052091,-0.209739,-0.299517,-0.120463,0.224856,-0.188109,0.125865,0.134108,-0.352725,-0.373041,True,False,True,True
21,0,0.205179,0.208976,-0.107486,-0.285576,0.080203,0.001389,-0.129067,0.121470,0.262719,-0.247112,0.082181,0.092742,-0.220596,-0.218241,False,False,True,True
7,29,0.208049,0.208925,-0.179284,-0.287105,-0.080588,-0.228585,-0.325245,-0.131847,0.229194,-0.327024,0.068008,0.067132,-0.465420,-0.460434,True,False,True,True
24,9,-0.208924,0.134874,-0.219694,-0.330841,-0.106368,-0.003112,-0.119735,0.097949,-0.138589,0.078156,0.005967,0.005949,0.002961,0.003898,False,False,True,True
28,31,0.208737,0.163701,-0.095048,-0.225050,0.058049,0.100055,-0.029622,0.218507,-0.061830,-0.028678,0.085024,0.070398,-0.150479,-0.133981,False,False,True,True
14,31,0.208733,0.095804,-0.079004,-0.243018,0.079533,-0.001012,-0.105348,0.100079,-0.008834,-0.172051,0.147322,0.141117,-0.383529,-0.348655,False,False,True,False
5,2,0.208587,0.153541,-0.096748,-0.209398,0.022948,-0.161287,-0.267639,-0.050644,-0.001980,-0.256988,0.028229,0.024430,-0.129752,-0.120477,False,False,True,True
6,26,-0.208147,-0.144461,0.197982,0.106826,0.283875,0.019713,-0.091276,0.129290,-0.033166,0.225994,0.027088,0.026727,0.111459,0.108591,False,False,True,True
27,10,0.208082,0.172680,-0.121451,-0.233899,-0.003729,0.150248,0.042313,0.256879,-0.055017,0.227217,0.069812,0.061255,-0.111305,-0.095534,False,False,True,True
15,11,0.207999,0.116254,0.042258,-0.135778,0.222490,-0.118109,-0.275588,0.043282,-0.031481,-0.245071,0.153629,0.159613,-0.424959,-0.384416,False,False,True,False
23,30,0.207881,0.192193,-0.165076,-0.280042,-0.036581,0.236602,0.132729,0.338892,-0.101978,0.230971,0.011430,0.009677,-0.015995,-0.012291,False,False,True,True
28,10,0.207462,0.178565,-0.079199,-0.176996,0.020709,0.049151,-0.054189,0.156052,-0.040782,0.079316,0.124099,0.119844,-0.240718,-0.238894,False,False,True,True
26,11,0.155196,0.207425,0.366533,0.286021,0.445651,0.278667,0.153647,0.408026,0.145108,0.027831,0.006768,0.007504,0.003007,0.004869,True,False,True,True
29,31,0.194318,0.207142,-0.170912,-0.293581,-0.058379,-0.022467,-0.158774,0.124705,0.065760,-0.006474,0.111990,0.107177,-0.303626,-0.309203,False,False,True,True
5,11,-0.196362,-0.207112,0.083444,-0.016856,0.184503,-0.006262,-0.129806,0.108695,0.076349,-0.211911,0.029282,0.030650,0.053573,0.061682,False,False,True,True
2,29,0.207078,0.147156,-0.215288,-0.310809,-0.118163,0.002838,-0.193416,0.177957,-0.165793,-0.020172,0.015327,0.015851,-0.061643,-0.057601,False,False,True,True
18,10,0.072784,0.206868,-0.480116,-0.615679,-0.337674,-0.011486,-0.132235,0.102677,-0.237936,0.245337,0.079899,0.070443,-0.116517,-0.120718,False,False,False,True
13,14,0.140019,0.206845,0.049273,-0.081237,0.178695,-0.177638,-0.260062,-0.094674,0.193746,-0.160055,0.168161,0.165497,-0.221411,-0.174065,False,False,True,True
21,22,-0.206355,-0.134421,-0.069181,-0.236843,0.096662,0.170298,0.047617,0.278635,0.023053,0.088326,0.054240,0.053481,0.148236,0.146716,False,False,True,True
14,7,0.196989,0.206037,0.022543,-0.107192,0.138477,-0.219185,-0.367574,-0.064662,0.102763,-0.172111,0.096258,0.104110,-0.324753,-0.318034,False,False,True,True
23,2,-0.073731,0.205837,-0.228432,-0.320450,-0.127692,0.286589,0.164914,0.397458,-0.055446,0.223550,0.015046,0.016822,0.009851,0.008683,False,False,False,True
3,7,0.177463,0.205658,-0.095537,-0.231432,0.035023,0.049535,-0.060384,0.164070,-0.071789,0.198397,0.001684,0.001764,-0.002069,-0.002325,False,False,True,True
12,6,0.172334,0.205399,-0.218867,-0.314310,-0.139864,-0.082407,-0.188012,0.028726,-0.082023,0.040070,0.077040,0.067668,-0.203572,-0.181965,False,False,True,True
12,4,0.160269,0.205376,0.015478,-0.093533,0.120349,-0.370811,-0.488492,-0.244084,0.188175,-0.290955,0.098251,0.102064,-0.271084,-0.270176,False,False,True,True
6,30,0.205288,0.158336,-0.225258,-0.382398,-0.055520,0.018794,-0.149444,0.174839,-0.295047,-0.113377,0.054821,0.054491,-0.200070,-0.195281,False,False,True,True
20,16,-0.205017,0.002198,-0.184406,-0.307862,-0.055613,0.031161,-0.115378,0.171889,-0.142222,0.054161,0.033294,0.034440,0.027147,0.029138,False,False,True,False
30,24,0.204935,0.132557,-0.023357,-0.115836,0.070971,0.030310,-0.105413,0.168010,0.049438,-0.178560,0.161977,0.168424,-0.277747,-0.244846,False,False,True,True
2,25,-0.204667,-0.062148,0.196982,0.067317,0.319859,-0.026183,-0.195629,0.164746,0.155547,0.037996,0.037937,0.038358,0.120867,0.119466,False,False,True,False
8,27,-0.204405,0.155036,-0.203602,-0.291755,-0.124531,-0.106817,-0.213489,-0.002340,-0.054051,0.079311,0.043116,0.045328,0.017562,0.006232,True,False,True,True
2,8,0.203896,0.198344,-0.088528,-0.172259,-0.005547,0.005339,-0.092134,0.111715,-0.219366,0.153487,0.002721,0.002908,-0.006577,-0.006147,False,False,True,True
29,0,-0.203738,0.115599,-0.112653,-0.291231,0.025961,-0.344185,-0.444496,-0.246127,-0.135377,0.014067,0.007899,0.009525,-0.001693,-0.000621,False,False,True,False
12,24,0.192292,0.203719,-0.191085,-0.335431,-0.039048,-0.105188,-0.275845,0.051105,0.011100,-0.063887,0.088373,0.103482,-0.332306,-0.345253,False,False,True,True
13,1,0.203396,0.064843,0.076876,-0.035795,0.193819,-0.086812,-0.252415,0.069185,-0.030509,-0.263157,0.126868,0.132563,-0.242064,-0.218282,False,False,True,False
4,12,-0.096651,0.203099,-0.215139,-0.315089,-0.105967,0.101717,0.004823,0.190358,-0.102260,0.263891,0.000591,0.000616,0.000203,0.000071,False,False,False,True
20,20,-0.142622,-0.202988,0.149299,0.048884,0.243116,-0.465967,-0.533195,-0.397207,0.285266,-0.556203,0.033633,0.046915,0.007585,-0.030371,False,False,True,True
30,10,0.172915,0.202762,-0.219103,-0.335309,-0.090740,0.031910,-0.070588,0.133510,-0.063089,0.075047,0.051941,0.053398,-0.098743,-0.101656,False,False,True,True
29,25,0.202301,0.093215,-0.042369,-0.135778,0.037935,0.087349,-0.052266,0.222602,0.038758,-0.105905,0.010761,0.010598,-0.013512,-0.013328,False,False,True,False
5,1,-0.201880,-0.186989,-0.189079,-0.275888,-0.100419,-0.050041,-0.152347,0.049441,-0.098070,-0.048914,0.140765,0.141000,0.066549,0.061912,False,False,True,True
25,20,-0.201814,0.098765,-0.022990,-0.168752,0.116402,-0.057608,-0.154493,0.035369,-0.153768,0.101262,0.000349,0.000386,0.000404,0.000374,False,False,True,False
23,13,0.171305,0.201739,0.460301,0.319760,0.583008,-0.480161,-0.591822,-0.375748,0.515448,-0.507205,0.068954,0.053136,-0.080760,-0.017541,False,False,True,True
12,31,0.201092,0.193912,-0.110659,-0.230179,0.015575,-0.270553,-0.398966,-0.117116,0.121867,-0.262116,0.076963,0.085981,-0.447772,-0.454372,False,False,True,True
26,19,0.200875,0.124630,-0.076190,-0.165767,0.013666,0.095361,-0.026313,0.215122,-0.062009,-0.020226,0.116947,0.122180,-0.157877,-0.163510,False,False,True,True
8,15,0.180604,0.200807,-0.029353,-0.171948,0.117875,-0.148004,-0.333167,0.051377,0.018516,-0.094380,0.086256,0.084512,-0.196024,-0.175426,False,False,True,True
1,28,0.200749,0.199215,-0.036261,-0.120084,0.046169,-0.125740,-0.187383,-0.062664,0.098151,-0.236487,0.065180,0.064164,-0.188402,-0.192406,False,False,True,True
12,3,0.191315,0.200570,-0.307128,-0.436344,-0.177562,-0.066831,-0.197479,0.071545,-0.184974,0.030567,0.051976,0.060496,-0.226270,-0.222979,False,False,True,True
1,7,0.192074,0.199953,-0.314228,-0.450973,-0.161485,-0.045542,-0.309450,0.181793,-0.116159,0.070425,0.024485,0.025058,-0.100273,-0.099730,False,False,True,True
23,15,0.177616,0.199878,-0.104665,-0.233974,0.048258,0.018414,-0.102020,0.126192,0.000664,0.040701,0.015940,0.017596,-0.024782,-0.024666,False,False,True,True
14,13,0.199837,0.189295,0.113578,-0.045804,0.272879,-0.092857,-0.221988,0.040852,0.086831,-0.054525,0.244736,0.231403,-0.346993,-0.323920,False,False,True,True
26,24,-0.074651,0.199783,-0.197077,-0.314422,-0.073202,-0.005219,-0.089390,0.072851,0.014836,0.003492,0.013967,0.012180,-0.003783,0.001091,False,False,False,True
14,5,0.199745,0.163173,0.078493,-0.064004,0.236258,-0.175533,-0.281352,-0.071022,0.204124,-0.279367,0.159868,0.160484,-0.386453,-0.371494,False,False,True,True
6,20,-0.199293,-0.054031,-0.041751,-0.146091,0.071584,-0.047386,-0.179036,0.081117,-0.050880,-0.062844,0.063223,0.065841,0.064404,0.063569,False,False,True,False
22,17,0.163065,0.199255,-0.231117,-0.370713,-0.102042,0.087700,0.002665,0.165558,-0.089008,0.166542,0.047016,0.047652,-0.069276,-0.069511,False,False,True,True
2,23,-0.198583,-0.025065,0.124651,-0.019054,0.257852,0.243035,0.122415,0.351403,0.132800,0.073413,0.008012,0.007937,0.039186,0.039470,False,False,True,False
26,10,0.112522,0.198205,0.042432,-0.062376,0.142709,0.088823,0.006844,0.177039,-0.033720,0.125507,0.026463,0.034903,-0.003472,-0.008729,False,False,True,True
4,3,0.198032,0.164993,-0.290885,-0.385419,-0.196852,-0.214736,-0.302375,-0.129865,-0.024000,-0.330409,0.058421,0.057218,-0.364081,-0.363585,True,False,True,True
10,25,0.073202,0.197618,0.078179,-0.034163,0.192034,-0.218935,-0.307309,-0.126184,0.118007,-0.104937,0.132548,0.135195,-0.080242,-0.104823,False,False,False,True
25,2,-0.197541,-0.106213,0.047710,-0.087305,0.182734,0.047022,-0.095697,0.205049,0.234667,-0.060715,0.055754,0.070397,0.122411,0.150284,False,False,True,True
14,3,0.196731,0.190694,0.155568,-0.001877,0.314234,-0.254280,-0.376131,-0.137189,0.220103,-0.245324,0.179757,0.165459,-0.393966,-0.353381,False,False,True,True
3,13,0.196572,0.157397,0.138444,0.048854,0.224320,0.080722,0.006961,0.153916,0.141878,0.015095,0.009737,0.008693,-0.003932,-0.004581,False,False,True,True
9,29,0.017699,0.196506,0.213719,0.071263,0.346040,-0.112985,-0.258847,0.051959,0.239025,-0.072725,0.179636,0.168287,0.009998,0.031850,False,False,False,True
31,15,0.171555,0.196107,-0.297725,-0.419819,-0.139929,0.117326,-0.001352,0.214503,-0.149469,0.193641,0.020609,0.020447,-0.037691,-0.036919,False,False,True,True
3,27,-0.195972,-0.163259,-0.124152,-0.221195,-0.031141,0.015991,-0.114598,0.139578,-0.037109,-0.268507,0.009531,0.009554,0.008796,0.008222,False,False,True,True
28,5,0.145213,0.195743,-0.034584,-0.186247,0.159273,-0.045836,-0.197876,0.078254,0.008669,0.116463,0.008450,0.007180,-0.008682,-0.007536,False,False,True,True
13,30,0.195496,0.098917,-0.150528,-0.255248,-0.037452,0.038757,-0.100681,0.168259,-0.317195,-0.076576,0.122855,0.129999,-0.262718,-0.267246,False,False,True,False
27,29,0.139060,0.195281,-0.149381,-0.270256,-0.041090,-0.022340,-0.133848,0.091877,-0.141865,0.210994,0.004528,0.004349,-0.005770,-0.005677,False,False,True,True
22,18,0.090802,0.194713,-0.190349,-0.359873,-0.012863,-0.134716,-0.241569,-0.023601,-0.029770,0.025923,0.045820,0.040482,-0.062369,-0.047565,True,False,False,True
25,24,0.157805,0.194457,-0.304646,-0.421856,-0.166903,0.231012,0.114823,0.346409,-0.204715,0.275230,0.020250,0.021547,-0.018350,-0.023331,False,False,True,True
18,19,-0.193996,-0.105633,0.229940,0.115317,0.337659,-0.265051,-0.373337,-0.151927,0.242226,-0.345022,0.020425,0.021802,0.023021,0.018865,False,False,True,False
10,15,0.184001,0.193951,-0.247165,-0.393539,-0.104067,-0.119229,-0.243452,0.005734,-0.066796,0.031172,0.071625,0.068470,-0.261894,-0.247440,False,False,True,True
27,8,0.163879,0.193906,-0.268381,-0.370962,-0.154981,-0.011825,-0.124627,0.101397,-0.087758,0.138219,0.118353,0.116898,-0.258953,-0.259990,False,False,True,True
29,22,-0.193607,0.039211,0.073146,-0.033786,0.196187,-0.211441,-0.330044,-0.094188,0.299658,-0.308923,0.124440,0.115237,0.152782,0.016734,False,False,True,False
22,26,-0.193542,0.110452,0.230049,0.068932,0.388003,-0.199982,-0.339788,-0.049298,0.090517,-0.037655,0.028257,0.031437,0.034861,0.043037,False,False,True,False
15,21,0.193313,0.102778,0.278737,0.134132,0.406772,-0.306841,-0.434840,-0.175911,0.205448,-0.375490,0.125340,0.130790,-0.238797,-0.223135,False,False,True,False
17,12,0.055120,0.193213,-0.301370,-0.438484,-0.165508,-0.325005,-0.445484,-0.196275,0.003372,-0.033957,0.048807,0.053960,-0.078357,-0.100418,True,False,False,True
16,4,0.190614,0.193160,-0.010611,-0.172581,0.155751,-0.143976,-0.273668,-0.007201,0.170343,-0.219846,0.140797,0.131492,-0.333820,-0.307077,False,False,True,True
28,28,-0.193012,-0.032895,-0.176638,-0.269585,-0.076125,0.165511,0.054109,0.271128,0.001120,-0.114666,0.032256,0.031031,0.041294,0.044422,False,False,True,False
12,11,0.192977,0.184541,-0.049342,-0.151765,0.061445,-0.250353,-0.356540,-0.134565,-0.042558,-0.129227,0.097356,0.086904,-0.321798,-0.354444,False,False,True,True
8,25,0.110527,0.192912,-0.365200,-0.467279,-0.257703,-0.146095,-0.247907,-0.048700,-0.151905,0.077116,0.106136,0.107368,-0.218665,-0.225314,True,False,True,True
7,16,-0.064881,0.192790,-0.064986,-0.195416,0.070421,0.066899,-0.067332,0.191147,-0.037816,0.097530,0.084649,0.089825,0.047666,0.006082,False,False,False,True
10,13,-0.181584,-0.192732,0.120920,0.000448,0.245263,-0.072205,-0.187905,0.040926,-0.042369,-0.128375,0.103239,0.105618,0.150101,0.132563,False,False,True,True
12,7,0.153919,0.192632,-0.315965,-0.406077,-0.223020,-0.053995,-0.210112,0.093059,-0.078020,-0.074618,0.081674,0.077608,-0.183060,-0.203425,False,False,True,True
9,21,0.021539,0.192239,-0.003377,-0.133852,0.123863,-0.171762,-0.317738,-0.028642,0.008055,-0.076583,0.076111,0.079711,-0.038439,-0.036184,False,False,False,True
